User ID,Session Duration,Order Frequency,Cart Abandonment Rate,Food Category,Total Spend,Promo Usage,Device Type,Review Score,Geolocation,Converted
U7387,2151,11,0.71,Dessert,179.13,True,Mobile,3.1,Kolkata,0
U6154,3171,5,0.48,Chinese,212.49,False,Tablet,4.8,Chennai,0
U1446,2742,4,0.05,Pizza,355.04,True,Tablet,1.3,Kolkata,0
U1807,2221,8,0.35,Burger,337.4,True,Tablet,4.3,Kolkata,1
U7924,523,5,0.82,Indian,484.72,True,Tablet,3.6,Chennai,0
U6909,1890,1,0.14,Indian,498.64,True,Mobile,2.5,Bangalore,0
U4243,1478,15,0.01,Chinese,161.76,False,Mobile,2.4,Chennai,1
U3003,2240,3,0.75,Indian,327.11,True,Tablet,1.9,Bangalore,0
U2084,2437,4,0.63,Mexican,461.09,True,Tablet,3.7,Delhi,0
U9156,3186,4,0.2,Mexican,244.04,False,Desktop,3.7,Kolkata,0
U5971,865,11,0.97,Dessert,468.62,True,Desktop,1.1,Hyderabad,0
U5367,1012,4,0.81,Burger,352.51,False,Desktop,1.8,Hyderabad,0
U2226,1672,7,0.27,Chinese,141.53,True,Desktop,2.2,Bangalore,1
U3594,2018,3,0.9,Dessert,30.37,False,Mobile,2.4,Kolkata,0
U3538,2105,19,0.5,Mexican,95.87,False,Desktop,3.4,Chennai,0
U9926,1298,16,0.63,Chinese,78.65,True,Mobile,2.0,Hyderabad,0
U1091,3513,2,0.59,Pizza,425.1,False,Mobile,3.0,Kolkata,0
U3060,453,8,0.37,Chinese,287.0,True,Mobile,1.6,Delhi,0
U6792,3560,9,0.75,Dessert,467.77,True,Desktop,3.0,Delhi,0
U4851,3006,11,0.3,Pizza,489.53,False,Desktop,3.5,Mumbai,1
U1882,1392,9,0.54,Dessert,344.96,False,Mobile,4.7,Kolkata,0
U8394,2169,10,0.1,Indian,408.76,True,Mobile,2.4,Chennai,1
U2969,2390,12,0.33,Pizza,394.87,False,Mobile,3.3,Kolkata,1
U3539,3148,0,0.83,Burger,454.53,False,Tablet,3.1,Chennai,0
U9402,3177,1,0.72,Mexican,34.71,False,Tablet,4.7,Hyderabad,0
U9983,1839,8,0.71,Mexican,432.75,False,Desktop,4.6,Delhi,0
U8184,2903,7,0.97,Chinese,76.53,False,Desktop,3.7,Kolkata,0
U6042,2870,14,0.31,Chinese,21.72,False,Tablet,2.1,Hyderabad,1
U1641,3532,0,0.58,Pizza,254.6,True,Tablet,2.5,Chennai,0
U6554,2497,6,0.59,Indian,470.06,False,Desktop,3.0,Bangalore,0
U2343,2531,13,0.7,Burger,323.67,True,Tablet,1.1,Kolkata,0
U9993,2065,9,0.42,Dessert,271.26,False,Desktop,2.8,Mumbai,1
U4478,2466,8,0.53,Burger,417.51,True,Mobile,3.6,Kolkata,0
U2994,442,4,0.29,Indian,353.83,True,Mobile,2.1,Delhi,0
U6114,1700,16,0.46,Indian,465.54,True,Desktop,4.4,Bangalore,1
U7941,1830,5,0.7,Burger,391.73,True,Tablet,4.8,Mumbai,0
U8993,960,1,0.32,Indian,239.48,True,Tablet,1.5,Mumbai,0
U9498,3130,5,0.56,Mexican,308.16,False,Mobile,3.8,Hyderabad,0
U1636,1060,0,0.4,Indian,440.69,False,Tablet,1.2,Mumbai,0
U3648,2724,13,0.04,Mexican,259.53,False,Mobile,1.2,Bangalore,1
U6127,340,10,0.04,Burger,345.52,False,Mobile,2.8,Mumbai,0
U5648,3100,12,0.79,Chinese,342.65,True,Mobile,4.9,Chennai,0
U2312,1232,1,0.51,Pizza,208.46,True,Desktop,2.8,Kolkata,0
U5337,405,7,0.9,Mexican,345.78,True,Mobile,2.7,Chennai,0
U1025,3099,12,0.17,Indian,33.15,True,Desktop,3.5,Delhi,1
U9578,2021,2,0.57,Mexican,489.86,True,Mobile,4.9,Delhi,0
U1030,3014,7,0.72,Indian,89.79,False,Desktop,2.3,Chennai,0
U9197,2610,9,0.59,Pizza,95.09,True,Mobile,3.1,Chennai,0
U3492,2978,11,0.32,Pizza,287.04,True,Mobile,2.5,Kolkata,1
U4658,1353,2,0.85,Burger,33.97,True,Tablet,2.0,Bangalore,0
U1311,2931,5,0.74,Indian,495.65,False,Tablet,2.5,Hyderabad,0
U2132,2303,10,0.44,Dessert,285.52,True,Desktop,1.9,Chennai,1
U5681,1643,4,0.89,Mexican,356.28,True,Mobile,1.7,Bangalore,0
U3860,1021,0,0.76,Mexican,378.62,True,Desktop,3.7,Hyderabad,0
U9416,2866,11,0.52,Dessert,334.25,False,Mobile,4.3,Chennai,0
U6793,3002,4,0.82,Pizza,285.04,True,Mobile,4.6,Delhi,0
U2060,1184,2,0.24,Burger,97.71,False,Tablet,1.7,Chennai,0
U8524,1087,3,0.24,Pizza,333.5,True,Desktop,4.0,Bangalore,0
U5025,1638,19,0.89,Indian,156.75,True,Mobile,4.4,Hyderabad,0
U3384,2857,4,0.54,Mexican,17.5,True,Mobile,4.7,Mumbai,0
U1200,894,7,0.35,Mexican,316.48,True,Tablet,4.7,Mumbai,1
U1243,1495,8,0.03,Mexican,200.22,True,Desktop,2.2,Mumbai,1
U2261,1371,18,0.5,Pizza,43.78,True,Desktop,1.2,Bangalore,0
U2031,813,1,0.17,Burger,334.54,False,Tablet,1.3,Hyderabad,0
U1771,1786,12,0.18,Burger,207.02,True,Tablet,1.7,Hyderabad,1
U4283,1437,2,0.11,Indian,311.57,False,Desktop,3.7,Delhi,0
U9290,2078,5,0.28,Dessert,499.67,False,Desktop,4.2,Mumbai,0
U5781,3480,8,0.06,Dessert,304.41,True,Tablet,2.7,Bangalore,1
U7493,141,12,0.59,Pizza,476.12,False,Desktop,4.3,Mumbai,0
U8879,928,13,0.12,Indian,342.33,False,Tablet,1.8,Chennai,1
U6944,2646,12,0.59,Dessert,338.14,False,Desktop,2.5,Hyderabad,0
U6560,3039,14,0.55,Mexican,221.38,True,Desktop,1.2,Chennai,0
U7849,221,7,0.35,Indian,183.66,False,Desktop,3.8,Bangalore,0
U7117,1420,11,0.14,Mexican,462.49,True,Desktop,4.6,Delhi,1
U4958,3467,11,0.39,Mexican,297.95,True,Mobile,3.8,Chennai,1
U6932,3380,4,0.76,Dessert,262.39,True,Tablet,4.1,Delhi,0
U1307,2425,19,0.67,Indian,186.53,False,Tablet,3.1,Mumbai,0
U3818,2971,8,0.17,Mexican,215.19,True,Tablet,1.9,Mumbai,1
U7736,1198,5,0.71,Burger,251.77,True,Tablet,3.1,Chennai,0
U6843,1211,9,0.82,Chinese,192.58,False,Desktop,1.3,Kolkata,0
U5288,995,18,0.47,Pizza,204.7,True,Tablet,4.9,Mumbai,1
U1069,1461,1,0.22,Mexican,312.0,False,Tablet,1.3,Mumbai,0
U6946,1198,1,1.0,Dessert,444.68,False,Desktop,4.5,Mumbai,0
U4430,2257,12,0.33,Chinese,142.07,False,Desktop,4.8,Kolkata,1
U1399,682,12,0.29,Indian,344.5,True,Desktop,3.6,Mumbai,1
U6609,1609,11,0.99,Chinese,40.08,True,Tablet,4.2,Hyderabad,0
U8629,1684,19,0.58,Indian,356.07,False,Desktop,3.2,Delhi,0
U1806,3500,4,0.92,Pizza,76.18,True,Tablet,1.9,Bangalore,0
U2117,1556,2,0.54,Burger,335.88,False,Tablet,1.5,Delhi,0
U2376,2437,14,0.2,Burger,171.51,True,Desktop,4.5,Delhi,1
U5436,3148,4,0.3,Burger,24.88,True,Desktop,3.8,Hyderabad,0
U3221,932,17,0.19,Dessert,331.65,False,Tablet,3.7,Mumbai,1
U1202,1767,4,0.58,Mexican,31.56,True,Tablet,3.8,Chennai,0
U9320,545,12,0.42,Indian,375.83,False,Tablet,1.5,Kolkata,0
U5258,1615,11,0.62,Burger,473.35,False,Desktop,2.1,Bangalore,0
U6953,1189,12,0.67,Burger,475.95,True,Tablet,4.4,Delhi,0
U7514,2729,13,0.42,Mexican,53.08,False,Tablet,1.2,Delhi,1
U5971,2561,6,0.91,Pizza,121.43,False,Mobile,4.4,Chennai,0
U9005,1153,18,0.91,Pizza,43.13,True,Mobile,3.3,Mumbai,0
U7847,3484,10,0.26,Burger,268.79,False,Desktop,1.9,Bangalore,1
U1175,3573,8,0.69,Burger,166.07,True,Desktop,3.9,Bangalore,0
U4426,2361,8,0.5,Burger,43.52,False,Mobile,4.5,Delhi,0
U5518,2698,0,0.53,Burger,248.73,False,Mobile,3.1,Chennai,0
U9172,3209,6,0.8,Mexican,157.55,True,Tablet,3.0,Kolkata,0
U2127,3177,19,0.05,Chinese,356.69,True,Desktop,3.3,Bangalore,1
U4294,762,19,0.72,Chinese,212.81,False,Tablet,2.4,Delhi,0
U6882,1461,7,0.38,Indian,171.46,False,Mobile,2.3,Hyderabad,1
U1627,902,4,0.7,Indian,205.82,True,Desktop,2.4,Delhi,0
U5095,1498,11,1.0,Dessert,244.03,False,Tablet,2.3,Kolkata,0
U9951,130,6,0.55,Indian,285.61,False,Mobile,3.5,Bangalore,0
U1555,3463,6,0.65,Dessert,300.64,True,Tablet,3.3,Chennai,0
U9313,932,7,0.21,Pizza,322.34,False,Mobile,1.5,Chennai,1
U9785,3135,5,0.47,Mexican,64.88,True,Desktop,3.0,Kolkata,0
U8043,186,18,0.85,Indian,298.93,False,Mobile,3.3,Bangalore,0
U2239,3231,9,0.35,Indian,467.88,False,Desktop,5.0,Mumbai,1
U5610,97,12,0.81,Indian,25.76,False,Tablet,4.4,Chennai,0
U5337,915,16,0.64,Mexican,437.44,False,Desktop,1.9,Mumbai,0
U3861,342,12,0.54,Burger,497.31,True,Tablet,2.8,Bangalore,0
U8989,3402,4,0.34,Burger,13.38,True,Desktop,3.8,Delhi,0
U2414,1772,5,0.74,Burger,215.82,True,Mobile,2.7,Mumbai,0
U5488,1793,17,0.92,Dessert,100.13,True,Tablet,3.1,Hyderabad,0
U1581,2311,16,0.48,Burger,321.3,False,Mobile,3.3,Delhi,1
U6757,1194,12,0.34,Burger,478.37,False,Desktop,4.1,Hyderabad,1
U6790,799,0,0.24,Dessert,165.45,False,Tablet,2.9,Chennai,0
U2370,627,7,0.19,Mexican,302.5,False,Tablet,3.5,Delhi,1
U2360,1435,10,0.57,Dessert,38.78,False,Tablet,3.3,Kolkata,0
U3997,3071,16,0.78,Burger,467.96,False,Desktop,4.9,Bangalore,0
U4796,2140,13,0.02,Mexican,413.92,True,Tablet,3.6,Mumbai,1
U3366,403,2,0.2,Mexican,229.86,False,Mobile,2.9,Hyderabad,0
U3257,1714,15,0.53,Dessert,441.29,False,Tablet,3.6,Chennai,0
U9737,959,14,0.54,Burger,248.56,False,Mobile,3.8,Kolkata,0
U7776,2211,1,0.2,Burger,384.7,True,Mobile,2.4,Mumbai,0
U3321,1748,1,0.61,Pizza,466.5,False,Tablet,2.5,Chennai,0
U9624,3316,2,0.9,Mexican,309.58,True,Desktop,1.7,Delhi,0
U6919,310,18,0.23,Mexican,62.1,False,Mobile,3.4,Kolkata,0
U5373,2230,14,0.02,Dessert,250.11,False,Desktop,1.6,Mumbai,1
U7574,2971,11,0.7,Pizza,318.92,False,Tablet,3.4,Kolkata,0
U7252,2844,6,0.51,Indian,101.49,False,Tablet,3.7,Chennai,0
U1222,160,18,0.03,Indian,427.16,False,Desktop,4.1,Bangalore,0
U1844,356,19,0.02,Indian,129.18,True,Desktop,2.7,Chennai,0
U1706,956,1,0.9,Pizza,64.41,False,Tablet,2.8,Delhi,0
U7727,387,13,0.64,Pizza,66.39,True,Mobile,2.5,Delhi,0
U5320,1272,13,0.65,Dessert,388.32,True,Mobile,3.0,Kolkata,0
U6518,892,1,0.02,Burger,73.42,False,Tablet,2.2,Kolkata,0
U3633,3290,1,0.49,Indian,136.99,True,Desktop,1.6,Mumbai,0
U6750,1709,15,0.28,Pizza,374.06,True,Desktop,2.4,Mumbai,1
U2462,1693,4,0.91,Pizza,90.86,True,Tablet,1.6,Kolkata,0
U3771,1176,5,0.34,Dessert,14.6,True,Tablet,4.6,Chennai,0
U2649,1456,10,0.55,Mexican,55.55,False,Mobile,2.7,Kolkata,0
U2202,566,18,0.23,Mexican,403.04,True,Desktop,1.1,Kolkata,0
U3628,2260,13,0.55,Indian,88.13,False,Desktop,3.4,Chennai,0
U6962,1506,16,0.11,Pizza,493.49,False,Mobile,1.1,Chennai,1
U4904,2187,13,0.27,Pizza,426.9,True,Tablet,1.7,Hyderabad,1
U5407,463,0,0.92,Indian,103.3,True,Tablet,1.5,Delhi,0
U6612,1304,14,0.77,Pizza,45.04,True,Tablet,1.7,Mumbai,0
U2985,3268,2,0.6,Burger,77.95,True,Desktop,3.4,Hyderabad,0
